card_name	set_name	rarity
Number 47: Nightmare Shark	2014 Mega-Tins_tcg	Super Rare
A Wild Monster Appears!	2015 Mega-Tin Mega Pack_tcg	ScR
And the Band Played On	2015 Mega-Tin Mega Pack_tcg	C
Apoqliphort Skybase	2015 Mega-Tin Mega Pack_tcg	UR
Aria the Melodious Diva	2015 Mega-Tin Mega Pack_tcg	C
Artifact Achilleshield	2015 Mega-Tin Mega Pack_tcg	C
Artifact Aegis	2015 Mega-Tin Mega Pack_tcg	C
Artifact Beagalltach	2015 Mega-Tin Mega Pack_tcg	C
Artifact Caduceus	2015 Mega-Tin Mega Pack_tcg	R
Artifact Chakram	2015 Mega-Tin Mega Pack_tcg	C
Artifact Durendal	2015 Mega-Tin Mega Pack_tcg	UR
Artifact Failnaught	2015 Mega-Tin Mega Pack_tcg	C
Artifact Ignition	2015 Mega-Tin Mega Pack_tcg	UR
Artifact Labrys	2015 Mega-Tin Mega Pack_tcg	C
Artifact Lancea	2015 Mega-Tin Mega Pack_tcg	C
Artifact Moralltach	2015 Mega-Tin Mega Pack_tcg	SR
Artifact Sanctum	2015 Mega-Tin Mega Pack_tcg	UR
Artifact Scythe	2015 Mega-Tin Mega Pack_tcg	SR
Artifacts Unleashed	2015 Mega-Tin Mega Pack_tcg	C
Avalon	2015 Mega-Tin Mega Pack_tcg	SR
Battleguard Howling	2015 Mega-Tin Mega Pack_tcg	C
Battleguard King	2015 Mega-Tin Mega Pack_tcg	C
Battleguard Rage	2015 Mega-Tin Mega Pack_tcg	C
Baxia, Brightness of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	ScR
Bi'an, Earth of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	SR
Bixi, Water of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	SR
Blizzard Thunderbird	2015 Mega-Tin Mega Pack_tcg	C
Bujin Hirume	2015 Mega-Tin Mega Pack_tcg	UR
Bujincident	2015 Mega-Tin Mega Pack_tcg	C
Bujingi Sinyou	2015 Mega-Tin Mega Pack_tcg	UR
Bujinki Amaterasu	2015 Mega-Tin Mega Pack_tcg	ScR
Bujintervention	2015 Mega-Tin Mega Pack_tcg	C
Cairngorgon, Antiluminescent Knight	2015 Mega-Tin Mega Pack_tcg	SR
Caius the Mega Monarch	2015 Mega-Tin Mega Pack_tcg	UR
Canon the Melodious Diva	2015 Mega-Tin Mega Pack_tcg	C
Celestia	2015 Mega-Tin Mega Pack_tcg	C
Chain Dispel	2015 Mega-Tin Mega Pack_tcg	C
Chiwen, Light of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	UR
Cloudcastle	2015 Mega-Tin Mega Pack_tcg	C
Command Performance	2015 Mega-Tin Mega Pack_tcg	C
Curse of the Shadow Prison	2015 Mega-Tin Mega Pack_tcg	C
CXyz Barian Hope	2015 Mega-Tin Mega Pack_tcg	SR
Dance Princess of the Nekroz	2015 Mega-Tin Mega Pack_tcg	R
Dante, Traveler of the Burning Abyss	2015 Mega-Tin Mega Pack_tcg	ScR
Denko Sekka	2015 Mega-Tin Mega Pack_tcg	UR
Deskbot 001	2015 Mega-Tin Mega Pack_tcg	C
Deskbot 002	2015 Mega-Tin Mega Pack_tcg	C
Deskbot 003	2015 Mega-Tin Mega Pack_tcg	C
Djinn Demolisher of Rituals	2015 Mega-Tin Mega Pack_tcg	C
Doomstar Magician	2015 Mega-Tin Mega Pack_tcg	UR
Double Dragon Descent	2015 Mega-Tin Mega Pack_tcg	C
Draw Muscle	2015 Mega-Tin Mega Pack_tcg	R
Echo Oscillation	2015 Mega-Tin Mega Pack_tcg	C
El Shaddoll Construct	2015 Mega-Tin Mega Pack_tcg	UR
El Shaddoll Fusion	2015 Mega-Tin Mega Pack_tcg	SR
El Shaddoll Grysta	2015 Mega-Tin Mega Pack_tcg	ScR
El Shaddoll Shekhinaga	2015 Mega-Tin Mega Pack_tcg	ScR
El Shaddoll Wendigo	2015 Mega-Tin Mega Pack_tcg	SR
El Shaddoll Winda	2015 Mega-Tin Mega Pack_tcg	UR
Elegy the Melodious Diva	2015 Mega-Tin Mega Pack_tcg	C
Escalation of the Monarchs	2015 Mega-Tin Mega Pack_tcg	SR
Eye of the Void	2015 Mega-Tin Mega Pack_tcg	UR
Feast of the Wild LV5	2015 Mega-Tin Mega Pack_tcg	C
Felis, Lightsworn Archer	2015 Mega-Tin Mega Pack_tcg	UR
First of the Dragons	2015 Mega-Tin Mega Pack_tcg	SR
Flash Knight	2015 Mega-Tin Mega Pack_tcg	R
Fluffal Bear	2015 Mega-Tin Mega Pack_tcg	C
Fluffal Cat	2015 Mega-Tin Mega Pack_tcg	C
Fluffal Dog	2015 Mega-Tin Mega Pack_tcg	R
Fluffal Leo	2015 Mega-Tin Mega Pack_tcg	C
Fluffal Owl	2015 Mega-Tin Mega Pack_tcg	R
Fluffal Rabbit	2015 Mega-Tin Mega Pack_tcg	C
Forbidden Scripture	2015 Mega-Tin Mega Pack_tcg	ScR
Foucault's Cannon	2015 Mega-Tin Mega Pack_tcg	SR
Frightfur Bear	2015 Mega-Tin Mega Pack_tcg	R
Frightfur Wolf	2015 Mega-Tin Mega Pack_tcg	R
Fusion Reserve	2015 Mega-Tin Mega Pack_tcg	UR
Galactic Charity	2015 Mega-Tin Mega Pack_tcg	C
Galaxy Dragon	2015 Mega-Tin Mega Pack_tcg	C
Galaxy Mirror Sage	2015 Mega-Tin Mega Pack_tcg	C
Galaxy Tyranno	2015 Mega-Tin Mega Pack_tcg	R
Gem-Knight Lapis	2015 Mega-Tin Mega Pack_tcg	C
Gladiator Beast Augustus	2015 Mega-Tin Mega Pack_tcg	R
Gladiator Beast Nerokius	2015 Mega-Tin Mega Pack_tcg	ScR
Heliosphere Dragon	2015 Mega-Tin Mega Pack_tcg	C
Herald of the Arc Light	2015 Mega-Tin Mega Pack_tcg	SR
Herald of Ultimateness	2015 Mega-Tin Mega Pack_tcg	UR
Hexatellarknight	2015 Mega-Tin Mega Pack_tcg	C
Hippo Carnival	2015 Mega-Tin Mega Pack_tcg	C
Hymn of Light	2015 Mega-Tin Mega Pack_tcg	C
Illusion Balloons	2015 Mega-Tin Mega Pack_tcg	C
Infernoid Antra	2015 Mega-Tin Mega Pack_tcg	SR
Infernoid Attondel	2015 Mega-Tin Mega Pack_tcg	C
Infernoid Harmadik	2015 Mega-Tin Mega Pack_tcg	UR
Infernoid Onuncu	2015 Mega-Tin Mega Pack_tcg	ScR
Infernoid Patrulea	2015 Mega-Tin Mega Pack_tcg	R
Infernoid Piaty	2015 Mega-Tin Mega Pack_tcg	C
Infernoid Seitsemas	2015 Mega-Tin Mega Pack_tcg	C
Jiaotu, Darkness of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	UR
Jinzo - Jector	2015 Mega-Tin Mega Pack_tcg	SR
Laser Qlip	2015 Mega-Tin Mega Pack_tcg	C
Last Minute Cancel	2015 Mega-Tin Mega Pack_tcg	C
Level Lifter	2015 Mega-Tin Mega Pack_tcg	C
Lightning Rod Lord	2015 Mega-Tin Mega Pack_tcg	SR
Lindbloom	2015 Mega-Tin Mega Pack_tcg	C
Madolche Anjelly	2015 Mega-Tin Mega Pack_tcg	UR
Magical Spring	2015 Mega-Tin Mega Pack_tcg	ScR
Metaphys Armed Dragon	2015 Mega-Tin Mega Pack_tcg	C
Metaphys Horus	2015 Mega-Tin Mega Pack_tcg	UR
Mimiclay	2015 Mega-Tin Mega Pack_tcg	C
Mozarta the Melodious Maestra	2015 Mega-Tin Mega Pack_tcg	R
Nekroz Cycle	2015 Mega-Tin Mega Pack_tcg	R
Nekroz of Gungnir	2015 Mega-Tin Mega Pack_tcg	ScR
Nephe Shaddoll Fusion	2015 Mega-Tin Mega Pack_tcg	ScR
Night Dragolich	2015 Mega-Tin Mega Pack_tcg	UR
Noble Knight Brothers	2015 Mega-Tin Mega Pack_tcg	ScR
Noble Knight Eachtar	2015 Mega-Tin Mega Pack_tcg	SR
Noble Knights of the Round Table	2015 Mega-Tin Mega Pack_tcg	UR
Number 39: Utopia Beyond	2015 Mega-Tin Mega Pack_tcg	SR
Number 42: Galaxy Tomahawk	2015 Mega-Tin Mega Pack_tcg	C
Number 43: Manipulator of Souls	2015 Mega-Tin Mega Pack_tcg	C
Number 48: Shadow Lich	2015 Mega-Tin Mega Pack_tcg	C
Number 58: Burner Visor	2015 Mega-Tin Mega Pack_tcg	C
Number 62: Galaxy-Eyes Prime Photon Dragon	2015 Mega-Tin Mega Pack_tcg	UR
Number 99: Utopic Dragon	2015 Mega-Tin Mega Pack_tcg	ScR
Number C102: Archfiend Seraph	2015 Mega-Tin Mega Pack_tcg	SR
Number C107: Neo Galaxy-Eyes Tachyon Dragon	2015 Mega-Tin Mega Pack_tcg	SR
Number C43: High Manipulator of Chaos	2015 Mega-Tin Mega Pack_tcg	R
Oracle of the Herald	2015 Mega-Tin Mega Pack_tcg	C
Orea, the Sylvan High Arbiter	2015 Mega-Tin Mega Pack_tcg	ScR
Panzer Dragon	2015 Mega-Tin Mega Pack_tcg	R
Pendulum Shift	2015 Mega-Tin Mega Pack_tcg	C
Performapal Call	2015 Mega-Tin Mega Pack_tcg	C
Performapal Cheermole	2015 Mega-Tin Mega Pack_tcg	R
Performapal Fire Mufflerlion	2015 Mega-Tin Mega Pack_tcg	C
Performapal Friendonkey	2015 Mega-Tin Mega Pack_tcg	C
Performapal Hip Hippo	2015 Mega-Tin Mega Pack_tcg	C
Performapal Kaleidoscorp	2015 Mega-Tin Mega Pack_tcg	R
Performapal Partnaga	2015 Mega-Tin Mega Pack_tcg	C
Performapal Revival	2015 Mega-Tin Mega Pack_tcg	C
Performapal Skeeter Skimmer	2015 Mega-Tin Mega Pack_tcg	C
Performapal Spikeagle	2015 Mega-Tin Mega Pack_tcg	C
Performapal Stamp Turtle	2015 Mega-Tin Mega Pack_tcg	C
Performapal Sword Fish	2015 Mega-Tin Mega Pack_tcg	C
Performapal Trampolynx	2015 Mega-Tin Mega Pack_tcg	R
Performapal Trump Witch	2015 Mega-Tin Mega Pack_tcg	R
Performapal Turn Toad	2015 Mega-Tin Mega Pack_tcg	R
Performapal Whip Snake	2015 Mega-Tin Mega Pack_tcg	R
Phonon Pulse Dragon	2015 Mega-Tin Mega Pack_tcg	R
Pot of Riches	2015 Mega-Tin Mega Pack_tcg	ScR
Pulao, Wind of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	SR
Punch-in-the-Box	2015 Mega-Tin Mega Pack_tcg	C
Qlimate Change	2015 Mega-Tin Mega Pack_tcg	C
Qliphort Disk	2015 Mega-Tin Mega Pack_tcg	ScR
Qliphort Scout	2015 Mega-Tin Mega Pack_tcg	UR
Qliphort Stealth	2015 Mega-Tin Mega Pack_tcg	UR
Qlipper Launch	2015 Mega-Tin Mega Pack_tcg	C
Raidraptor - Nest	2015 Mega-Tin Mega Pack_tcg	R
Raidraptor - Readiness	2015 Mega-Tin Mega Pack_tcg	C
Raidraptor - Rise Falcon	2015 Mega-Tin Mega Pack_tcg	C
Raidraptor - Vanishing Lanius	2015 Mega-Tin Mega Pack_tcg	C
Raiza the Mega Monarch	2015 Mega-Tin Mega Pack_tcg	ScR
Rank-Up-Magic - The Seventh One	2015 Mega-Tin Mega Pack_tcg	ScR
Re-qliate	2015 Mega-Tin Mega Pack_tcg	C
Rune-Eyes Pendulum Dragon	2015 Mega-Tin Mega Pack_tcg	UR
Saffira, Queen of Dragons	2015 Mega-Tin Mega Pack_tcg	UR
Samsara, Dragon of Rebirth	2015 Mega-Tin Mega Pack_tcg	SR
Saqlifice	2015 Mega-Tin Mega Pack_tcg	UR
Satellarknight Altair	2015 Mega-Tin Mega Pack_tcg	R
Satellarknight Betelgeuse	2015 Mega-Tin Mega Pack_tcg	C
Satellarknight Capella	2015 Mega-Tin Mega Pack_tcg	C
Satellarknight Deneb	2015 Mega-Tin Mega Pack_tcg	UR
Satellarknight Procyon	2015 Mega-Tin Mega Pack_tcg	C
Satellarknight Sirius	2015 Mega-Tin Mega Pack_tcg	R
Satellarknight Skybridge	2015 Mega-Tin Mega Pack_tcg	R
Satellarknight Unukalhai	2015 Mega-Tin Mega Pack_tcg	C
Satellarknight Vega	2015 Mega-Tin Mega Pack_tcg	C
Serenade the Melodious Diva	2015 Mega-Tin Mega Pack_tcg	C
Shaddoll Beast	2015 Mega-Tin Mega Pack_tcg	R
Shaddoll Core	2015 Mega-Tin Mega Pack_tcg	SR
Shaddoll Dragon	2015 Mega-Tin Mega Pack_tcg	R
Shaddoll Falco	2015 Mega-Tin Mega Pack_tcg	R
Shaddoll Fusion	2015 Mega-Tin Mega Pack_tcg	SR
Shaddoll Hedgehog	2015 Mega-Tin Mega Pack_tcg	C
Shaddoll Hound	2015 Mega-Tin Mega Pack_tcg	C
Shaddoll Squamata	2015 Mega-Tin Mega Pack_tcg	C
Shopina the Melodious Maestra	2015 Mega-Tin Mega Pack_tcg	R
Sinister Shadow Games	2015 Mega-Tin Mega Pack_tcg	UR
Sky Cavalry Centaurea	2015 Mega-Tin Mega Pack_tcg	UR
Solemn Scolding	2015 Mega-Tin Mega Pack_tcg	ScR
Sonata the Melodious Diva	2015 Mega-Tin Mega Pack_tcg	C
Soul Strike	2015 Mega-Tin Mega Pack_tcg	C
SR	2015 Mega-Tin Mega Pack_tcg	Not Found
Stellarknight Alpha	2015 Mega-Tin Mega Pack_tcg	C
Stellarknight Constellar Diamond	2015 Mega-Tin Mega Pack_tcg	UR
Stellarknight Delteros	2015 Mega-Tin Mega Pack_tcg	ScR
Stellarknight Triverr	2015 Mega-Tin Mega Pack_tcg	UR
Stellarnova Alpha	2015 Mega-Tin Mega Pack_tcg	UR
Stellarnova Wave	2015 Mega-Tin Mega Pack_tcg	C
Strike of the Monarchs	2015 Mega-Tin Mega Pack_tcg	C
Suanni, Fire of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	SR
Superheavy Samurai Big Benkei	2015 Mega-Tin Mega Pack_tcg	R
Superheavy Samurai Blue Brawler	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Flutist	2015 Mega-Tin Mega Pack_tcg	SR
Superheavy Samurai Kabuto	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Scales	2015 Mega-Tin Mega Pack_tcg	R
Superheavy Samurai Soulbang Cannon	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Soulbeads	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Soulbreaker Armor	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Soulfire Suit	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Soulpiercer	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Soulshield Wall	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Swordsman	2015 Mega-Tin Mega Pack_tcg	C
Superheavy Samurai Trumpeter	2015 Mega-Tin Mega Pack_tcg	SR
Swordsman of Revealing Light	2015 Mega-Tin Mega Pack_tcg	UR
Sylvan Charity	2015 Mega-Tin Mega Pack_tcg	UR
Sylvan Cherubsprout	2015 Mega-Tin Mega Pack_tcg	C
Sylvan Lotuswain	2015 Mega-Tin Mega Pack_tcg	C
Sylvan Princessprout	2015 Mega-Tin Mega Pack_tcg	SR
Sylvan Sagequoia	2015 Mega-Tin Mega Pack_tcg	UR
Sylvan Snapdrassinagon	2015 Mega-Tin Mega Pack_tcg	R
Sylvan Waterslide	2015 Mega-Tin Mega Pack_tcg	C
Tachyon Chaos Hole	2015 Mega-Tin Mega Pack_tcg	SR
Taotie, Shadow of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	SR
Tenacity of the Monarchs	2015 Mega-Tin Mega Pack_tcg	R
The Monarchs Erupt	2015 Mega-Tin Mega Pack_tcg	SR
The Monarchs Stormforth	2015 Mega-Tin Mega Pack_tcg	C
The Phantom Knights of Shadow Veil	2015 Mega-Tin Mega Pack_tcg	C
Thestalos the Mega Monarch	2015 Mega-Tin Mega Pack_tcg	ScR
Time-Space Trap Hole	2015 Mega-Tin Mega Pack_tcg	ScR
Toy Knight	2015 Mega-Tin Mega Pack_tcg	C
Toy Vendor	2015 Mega-Tin Mega Pack_tcg	C
Traptrix Dionaea	2015 Mega-Tin Mega Pack_tcg	R
Uni-Zombie	2015 Mega-Tin Mega Pack_tcg	C
Vampire Vamp	2015 Mega-Tin Mega Pack_tcg	SR
Virgil, Rock Star of the Burning Abyss	2015 Mega-Tin Mega Pack_tcg	ScR
Void Expansion	2015 Mega-Tin Mega Pack_tcg	R
Void Launch	2015 Mega-Tin Mega Pack_tcg	SR
Void Seer	2015 Mega-Tin Mega Pack_tcg	SR
Wall of Disruption	2015 Mega-Tin Mega Pack_tcg	C
Wonder Balloons	2015 Mega-Tin Mega Pack_tcg	C
Yang Zing Brutality	2015 Mega-Tin Mega Pack_tcg	C
Yang Zing Creation	2015 Mega-Tin Mega Pack_tcg	UR
Yang Zing Path	2015 Mega-Tin Mega Pack_tcg	ScR
Yang Zing Prana	2015 Mega-Tin Mega Pack_tcg	C
Yang Zing Unleashed	2015 Mega-Tin Mega Pack_tcg	C
Yazi, Evil of the Yang Zing	2015 Mega-Tin Mega Pack_tcg	ScR
Zaborg the Mega Monarch	2015 Mega-Tin Mega Pack_tcg	UR
Castel, the Skyblaster Musketeer	2015 Mega-Tins_tcg	Super Rare
Dark Rebellion Xyz Dragon	2015 Mega-Tins_tcg	Platinum Secret Rare
Elder Entity Norden	2015 Mega-Tins_tcg	Super Rare
Majesty's Fiend	2015 Mega-Tins_tcg	Super Rare
Odd-Eyes Pendulum Dragon	2015 Mega-Tins_tcg	Platinum Secret Rare
Old Entity Hastorr	2015 Mega-Tins_tcg	Super Rare
Mecha Phantom Beast Dracossack	2015 Value Box_tcg	ScR
Abyss Stungray	2016 Mega-Tin Mega Pack_tcg	C
Aegaion the Sea Castrum	2016 Mega-Tin Mega Pack_tcg	C
Al-Lumi'raj	2016 Mega-Tin Mega Pack_tcg	C
Arisen Gaia the Fierce Knight	2016 Mega-Tin Mega Pack_tcg	R
Aroma Garden	2016 Mega-Tin Mega Pack_tcg	C
Aroma Jar	2016 Mega-Tin Mega Pack_tcg	C
Aromage Cananga	2016 Mega-Tin Mega Pack_tcg	C
Assault Blackwing - Kunai the Drizzle	2016 Mega-Tin Mega Pack_tcg	R
Assault Blackwing - Raikiri the Rain Shower	2016 Mega-Tin Mega Pack_tcg	UR
Back-Up Rider	2016 Mega-Tin Mega Pack_tcg	C
Bad Luck Blast	2016 Mega-Tin Mega Pack_tcg	C
Balance of Judgment	2016 Mega-Tin Mega Pack_tcg	C
Beginning Knight	2016 Mega-Tin Mega Pack_tcg	SR
Bird of Paradise Lost	2016 Mega-Tin Mega Pack_tcg	C
Black Luster Soldier - Super Soldier	2016 Mega-Tin Mega Pack_tcg	UR
Blackwing - Harmattan the Dust	2016 Mega-Tin Mega Pack_tcg	C
Bloom Diva the Melodious Choir	2016 Mega-Tin Mega Pack_tcg	UR
Brilliant Fusion	2016 Mega-Tin Mega Pack_tcg	SR
Brilliant Spark	2016 Mega-Tin Mega Pack_tcg	C
Bubble Barrier	2016 Mega-Tin Mega Pack_tcg	C
Buster Blader, the Destruction Swordmaster	2016 Mega-Tin Mega Pack_tcg	UR
Buster Blader, the Dragon Destroyer Swordsman	2016 Mega-Tin Mega Pack_tcg	ScR
Charging Gaia the Fierce Knight	2016 Mega-Tin Mega Pack_tcg	UR
Clear Wing Synchro Dragon	2016 Mega-Tin Mega Pack_tcg	ScR
Contract Laundering	2016 Mega-Tin Mega Pack_tcg	C
Cyber Dragon Infinity	2016 Mega-Tin Mega Pack_tcg	ScR
Cybernetic Fusion Support	2016 Mega-Tin Mega Pack_tcg	C
D/D Berfomet	2016 Mega-Tin Mega Pack_tcg	R
D/D Necro Slime	2016 Mega-Tin Mega Pack_tcg	C
D/D Pandora	2016 Mega-Tin Mega Pack_tcg	C
D/D Savant Galilei	2016 Mega-Tin Mega Pack_tcg	C
D/D Savant Kepler	2016 Mega-Tin Mega Pack_tcg	C
D/D Swirl Slime	2016 Mega-Tin Mega Pack_tcg	C
D/D/D Contract Change	2016 Mega-Tin Mega Pack_tcg	C
D/D/D Duo-Dawn King Kali Yuga	2016 Mega-Tin Mega Pack_tcg	SR
D/D/D Human Resources	2016 Mega-Tin Mega Pack_tcg	C
D/D/D Marksman King Tell	2016 Mega-Tin Mega Pack_tcg	R
D/D/D Oracle King d'Arc	2016 Mega-Tin Mega Pack_tcg	R
D/D/D Rebel King Leonidas	2016 Mega-Tin Mega Pack_tcg	SR
D/D/D Wave Oblivion King Caesar Ragnarok	2016 Mega-Tin Mega Pack_tcg	SR
Dark Contract with Errors	2016 Mega-Tin Mega Pack_tcg	C
Dark Contract with the Gate	2016 Mega-Tin Mega Pack_tcg	C
Dark Contract with the Swamp King	2016 Mega-Tin Mega Pack_tcg	C
Dark Contract with the Witch	2016 Mega-Tin Mega Pack_tcg	C
Dark Doriado	2016 Mega-Tin Mega Pack_tcg	C
Designer Frightfur	2016 Mega-Tin Mega Pack_tcg	C
Deskbot 004	2016 Mega-Tin Mega Pack_tcg	C
Deskbot 005	2016 Mega-Tin Mega Pack_tcg	C
Deskbot 006	2016 Mega-Tin Mega Pack_tcg	C
Deskbot 007	2016 Mega-Tin Mega Pack_tcg	C
Deskbot 008	2016 Mega-Tin Mega Pack_tcg	C
Deskbot Jet	2016 Mega-Tin Mega Pack_tcg	C
Destruction Sword Flash	2016 Mega-Tin Mega Pack_tcg	C
Destruction Swordsman Fusion	2016 Mega-Tin Mega Pack_tcg	C
Diceversity	2016 Mega-Tin Mega Pack_tcg	C
Dinomic Powerload	2016 Mega-Tin Mega Pack_tcg	C
Dinomist Brachion	2016 Mega-Tin Mega Pack_tcg	C
Dinomist Ceratops	2016 Mega-Tin Mega Pack_tcg	C
Dinomist Charge	2016 Mega-Tin Mega Pack_tcg	C
Dinomist Plesios	2016 Mega-Tin Mega Pack_tcg	C
Dinomist Pteran	2016 Mega-Tin Mega Pack_tcg	R
Dinomist Rex	2016 Mega-Tin Mega Pack_tcg	SR
Dinomist Rush	2016 Mega-Tin Mega Pack_tcg	C
Dinomist Stegosaur	2016 Mega-Tin Mega Pack_tcg	C
Dogoran, the Mad Flame Kaiju	2016 Mega-Tin Mega Pack_tcg	R
Doomdog Octhros	2016 Mega-Tin Mega Pack_tcg	C
Dr. Frankenderp	2016 Mega-Tin Mega Pack_tcg	C
Dragon Buster Destruction Sword	2016 Mega-Tin Mega Pack_tcg	C
Dragon's Bind	2016 Mega-Tin Mega Pack_tcg	C
Edge Imp Chain	2016 Mega-Tin Mega Pack_tcg	C
Edge Imp Frightfuloid	2016 Mega-Tin Mega Pack_tcg	C
Edge Imp Saw	2016 Mega-Tin Mega Pack_tcg	C
Engraver of the Mark	2016 Mega-Tin Mega Pack_tcg	C
Evening Twilight Knight	2016 Mega-Tin Mega Pack_tcg	SR
Extinction on Schedule	2016 Mega-Tin Mega Pack_tcg	C
Extra Buck	2016 Mega-Tin Mega Pack_tcg	R
Ferret Flames	2016 Mega-Tin Mega Pack_tcg	C
Fiend Griefing	2016 Mega-Tin Mega Pack_tcg	C
First-Aid Squad	2016 Mega-Tin Mega Pack_tcg	C
Fluffal Crane	2016 Mega-Tin Mega Pack_tcg	C
Fluffal Mouse	2016 Mega-Tin Mega Pack_tcg	SR
Fluffal Sheep	2016 Mega-Tin Mega Pack_tcg	C
Follow Wing	2016 Mega-Tin Mega Pack_tcg	C
Forbidden Apocrypha	2016 Mega-Tin Mega Pack_tcg	C
Frightfur Chimera	2016 Mega-Tin Mega Pack_tcg	R
Frightfur Factory	2016 Mega-Tin Mega Pack_tcg	C
Frightfur Fusion	2016 Mega-Tin Mega Pack_tcg	R
Frightfur March	2016 Mega-Tin Mega Pack_tcg	C
Frightfur Sabre-Tooth	2016 Mega-Tin Mega Pack_tcg	UR
Fusion Conscription	2016 Mega-Tin Mega Pack_tcg	R
Gadarla, the Mystery Dust Kaiju	2016 Mega-Tin Mega Pack_tcg	R
Galaxy Cyclone	2016 Mega-Tin Mega Pack_tcg	ScR
Galaxy-Eyes Full Armor Photon Dragon	2016 Mega-Tin Mega Pack_tcg	SR
Gameciel, the Sea Turtle Kaiju	2016 Mega-Tin Mega Pack_tcg	R
Grand Horn of Heaven	2016 Mega-Tin Mega Pack_tcg	C
Half Unbreak	2016 Mega-Tin Mega Pack_tcg	C
Harmonic Oscillation	2016 Mega-Tin Mega Pack_tcg	C
Humid Winds	2016 Mega-Tin Mega Pack_tcg	C
Igknight Cavalier	2016 Mega-Tin Mega Pack_tcg	C
Igknight Gallant	2016 Mega-Tin Mega Pack_tcg	C
Igknight Margrave	2016 Mega-Tin Mega Pack_tcg	C
Igknight Paladin	2016 Mega-Tin Mega Pack_tcg	C
Igknight Reload	2016 Mega-Tin Mega Pack_tcg	UR
Igknight Squire	2016 Mega-Tin Mega Pack_tcg	C
Igknight Templar	2016 Mega-Tin Mega Pack_tcg	UR
Igknight Veteran	2016 Mega-Tin Mega Pack_tcg	C
Ignition Phoenix	2016 Mega-Tin Mega Pack_tcg	C
Jar of Avarice	2016 Mega-Tin Mega Pack_tcg	ScR
Jizukiru, the Star Destroying Kaiju	2016 Mega-Tin Mega Pack_tcg	R
Kaiju Capture Mission	2016 Mega-Tin Mega Pack_tcg	C
Karma of the Destruction Swordsman	2016 Mega-Tin Mega Pack_tcg	C
Keeper of the Shrine	2016 Mega-Tin Mega Pack_tcg	C
Kumongous, the Sticky String Kaiju	2016 Mega-Tin Mega Pack_tcg	R
Kyoutou Waterfront	2016 Mega-Tin Mega Pack_tcg	C
Lose 1 Turn	2016 Mega-Tin Mega Pack_tcg	UR
Magical Abductor	2016 Mega-Tin Mega Pack_tcg	R
Magma Dragon	2016 Mega-Tin Mega Pack_tcg	C
Majespecter Cat - Nekomata	2016 Mega-Tin Mega Pack_tcg	SR
Majespecter Crow - Yata	2016 Mega-Tin Mega Pack_tcg	C
Majespecter Fox - Kyubi	2016 Mega-Tin Mega Pack_tcg	C
Majespecter Raccoon - Bunbuku	2016 Mega-Tin Mega Pack_tcg	UR
Majespecter Sonics	2016 Mega-Tin Mega Pack_tcg	C
Majespecter Storm	2016 Mega-Tin Mega Pack_tcg	C
Majespecter Tempest	2016 Mega-Tin Mega Pack_tcg	C
Majespecter Tornado	2016 Mega-Tin Mega Pack_tcg	UR
Majespecter Unicorn - Kirin	2016 Mega-Tin Mega Pack_tcg	R
Mistaken Accusation	2016 Mega-Tin Mega Pack_tcg	C
Moon Mirror Shield	2016 Mega-Tin Mega Pack_tcg	R
Mystery Shell Dragon	2016 Mega-Tin Mega Pack_tcg	C
Neptabyss, the Atlantean Prince	2016 Mega-Tin Mega Pack_tcg	UR
Number S39: Utopia Prime	2016 Mega-Tin Mega Pack_tcg	SR
Odd-Eyes Fusion	2016 Mega-Tin Mega Pack_tcg	ScR
Odd-Eyes Rebellion Dragon	2016 Mega-Tin Mega Pack_tcg	ScR
Odd-Eyes Vortex Dragon	2016 Mega-Tin Mega Pack_tcg	ScR
Opera the Melodious Diva	2016 Mega-Tin Mega Pack_tcg	C
Painful Decision	2016 Mega-Tin Mega Pack_tcg	ScR
Painful Escape	2016 Mega-Tin Mega Pack_tcg	ScR
Pendulum Reborn	2016 Mega-Tin Mega Pack_tcg	R
Pendulum Rising	2016 Mega-Tin Mega Pack_tcg	C
Performage Flame Eater	2016 Mega-Tin Mega Pack_tcg	C
Performage Hat Tricker	2016 Mega-Tin Mega Pack_tcg	C
Performage Mirror Conductor	2016 Mega-Tin Mega Pack_tcg	C
Performage Stilts Launcher	2016 Mega-Tin Mega Pack_tcg	C
Performage Trapeze Magician	2016 Mega-Tin Mega Pack_tcg	R
